Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,PK,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,Team
William Saliba,fr FRA,DF,22.0,38,38,3420.0,38.0,2.0,1.0,0.0,4.0,0.0,1.6,1.6,0.2,16.0,157.0,Arsenal
Declan Rice,eng ENG,MF,24.0,38,37,3225.0,35.8,7.0,8.0,0.0,5.0,0.0,3.3,3.3,5.3,75.0,278.0,Arsenal
Martin Ødegaard,no NOR,MF,24.0,35,35,3091.0,34.3,8.0,10.0,2.0,2.0,0.0,7.4,5.8,9.6,91.0,344.0,Arsenal
Ben White,eng ENG,DF,25.0,37,35,2988.0,33.2,4.0,4.0,0.0,8.0,0.0,1.2,1.2,3.8,44.0,192.0,Arsenal
Bukayo Saka,eng ENG,FW,21.0,35,35,2919.0,32.4,16.0,9.0,6.0,4.0,0.0,15.5,10.8,10.5,155.0,126.0,Arsenal
Gabriel Magalhães,br BRA,DF,25.0,36,34,3044.0,33.8,4.0,0.0,0.0,4.0,0.0,4.3,4.3,0.7,13.0,117.0,Arsenal
David Raya,es ESP,GK,27.0,32,32,2880.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Arsenal
Kai Havertz,de GER,"MF,FW",24.0,37,30,2634.0,29.3,13.0,7.0,1.0,11.0,0.0,12.3,11.6,4.4,55.0,99.0,Arsenal
Gabriel Martinelli,br BRA,FW,22.0,35,24,2019.0,22.4,6.0,4.0,0.0,1.0,0.0,6.8,6.8,6.1,127.0,65.0,Arsenal
Oleksandr Zinchenko,ua UKR,DF,26.0,27,20,1722.0,19.1,1.0,2.0,0.0,2.0,0.0,0.6,0.6,2.5,40.0,229.0,Arsenal
Leandro Trossard,be BEL,"FW,MF",28.0,34,18,1649.0,18.3,12.0,1.0,0.0,2.0,0.0,7.9,7.9,2.8,66.0,76.0,Arsenal
Gabriel Jesus,br BRA,FW,26.0,27,17,1478.0,16.4,4.0,5.0,0.0,6.0,0.0,6.3,6.3,3.8,38.0,42.0,Arsenal
Jakub Kiwior,pl POL,DF,23.0,20,11,946.0,10.5,1.0,3.0,0.0,1.0,0.0,0.8,0.8,0.9,4.0,55.0,Arsenal
Takehiro Tomiyasu,jp JPN,DF,24.0,22,10,1149.0,12.8,2.0,1.0,0.0,2.0,1.0,1.5,1.5,0.4,17.0,72.0,Arsenal
Eddie Nketiah,eng ENG,FW,24.0,27,10,1082.0,12.0,5.0,2.0,0.0,3.0,0.0,4.5,4.5,0.8,22.0,20.0,Arsenal
Jorginho,it ITA,MF,31.0,24,10,921.0,10.2,0.0,2.0,0.0,1.0,0.0,0.1,0.1,1.4,8.0,101.0,Arsenal
Thomas Partey,gh GHA,"MF,DF",30.0,14,9,788.0,8.8,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,15.0,72.0,Arsenal
Aaron Ramsdale,eng ENG,GK,25.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Arsenal
Emile Smith Rowe,eng ENG,MF,23.0,13,3,353.0,3.9,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.2,11.0,23.0,Arsenal
Fabio Vieira,pt POR,"MF,FW",23.0,11,2,297.0,3.3,1.0,2.0,1.0,0.0,1.0,1.3,0.5,1.6,12.0,15.0,Arsenal
Reiss Nelson,eng ENG,FW,23.0,15,1,268.0,3.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,9.0,5.0,Arsenal
Jurriën Timber,nl NED,DF,22.0,2,1,71.0,0.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,Arsenal
Cédric Soares,pt POR,DF,31.0,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Arsenal
Mohamed Elneny,eg EGY,MF,31.0,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,Arsenal
Ethan Nwaneri,eng ENG,FW,16.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Arsenal
Mauro Bandeira,pt POR,MF,19.0,0,0,,,,,,,,,,,,,Arsenal
Bradley Ibrahim,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Arsenal
Karl Jakob Hein,ee EST,GK,21.0,0,0,,,,,,,,,,,,,Arsenal
Myles Lewis-Skelly,eng ENG,DF,16.0,0,0,,,,,,,,,,,,,Arsenal
Charles Sagoe Jr,eng ENG,FW,19.0,0,0,,,,,,,,,,,,,Arsenal
James Sweet,wls WAL,DF,19.0,0,0,,,,,,,,,,,,,Arsenal
Reuell Walters,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,Arsenal
Ollie Watkins,eng ENG,FW,27.0,37,37,3217.0,35.7,19.0,13.0,0.0,4.0,0.0,16.8,16.8,7.3,62.0,55.0,Aston-Villa
Ezri Konsa,eng ENG,DF,25.0,35,35,3069.0,34.1,1.0,0.0,0.0,5.0,0.0,2.5,2.5,0.5,37.0,136.0,Aston-Villa
John McGinn,sct SCO,"MF,FW",28.0,35,35,2999.0,33.3,6.0,4.0,0.0,9.0,1.0,5.0,5.0,4.6,59.0,189.0,Aston-Villa
Douglas Luiz,br BRA,MF,25.0,35,35,2993.0,33.3,9.0,5.0,4.0,12.0,0.0,6.9,3.8,5.4,60.0,168.0,Aston-Villa
Emiliano Martínez,ar ARG,GK,30.0,34,34,3015.0,33.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,Aston-Villa
Pau Torres,es ESP,DF,26.0,29,27,2464.0,27.4,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,42.0,128.0,Aston-Villa
Lucas Digne,fr FRA,DF,30.0,33,27,2410.0,26.8,1.0,3.0,0.0,7.0,0.0,1.1,1.1,4.1,42.0,77.0,Aston-Villa
Moussa Diaby,fr FRA,"FW,MF",24.0,38,25,2174.0,24.2,6.0,8.0,0.0,1.0,0.0,7.0,7.0,6.6,94.0,72.0,Aston-Villa
Matty Cash,pl POL,DF,25.0,29,23,2142.0,23.8,2.0,2.0,0.0,8.0,0.0,4.2,4.2,2.3,62.0,88.0,Aston-Villa
Leon Bailey,jm JAM,"MF,FW",25.0,35,22,2068.0,23.0,10.0,9.0,0.0,5.0,0.0,6.3,6.3,9.2,102.0,82.0,Aston-Villa
Diego Carlos,br BRA,DF,30.0,27,20,1816.0,20.2,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.1,4.0,59.0,Aston-Villa
Boubacar Kamara,fr FRA,MF,23.0,20,20,1652.0,18.4,0.0,1.0,0.0,7.0,1.0,0.1,0.1,1.3,19.0,83.0,Aston-Villa
Youri Tielemans,be BEL,"MF,FW",26.0,32,17,1622.0,18.0,2.0,6.0,0.0,3.0,0.0,1.3,1.3,2.6,23.0,128.0,Aston-Villa
Clément Lenglet,fr FRA,DF,28.0,14,14,1153.0,12.8,0.0,1.0,0.0,3.0,0.0,0.9,0.9,0.8,26.0,51.0,Aston-Villa
Álex Moreno,es ESP,DF,30.0,21,11,1031.0,11.5,2.0,0.0,0.0,2.0,0.0,1.1,1.1,1.1,32.0,24.0,Aston-Villa
Nicolò Zaniolo,it ITA,"FW,MF",24.0,25,9,839.0,9.3,2.0,0.0,0.0,7.0,0.0,2.6,2.6,1.0,35.0,30.0,Aston-Villa
Jacob Ramsey,eng ENG,"FW,MF",22.0,16,8,853.0,9.5,1.0,1.0,0.0,2.0,0.0,2.2,2.2,1.0,33.0,28.0,Aston-Villa
Morgan Rogers,eng ENG,"MF,FW",21.0,11,8,638.0,7.1,3.0,1.0,0.0,3.0,0.0,1.4,1.4,0.6,22.0,28.0,Aston-Villa
Robin Olsen,se SWE,GK,33.0,5,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Jáder Durán,co COL,"FW,MF",19.0,23,3,475.0,5.3,5.0,0.0,0.0,5.0,0.0,2.0,2.0,0.3,9.0,9.0,Aston-Villa
Tim Iroegbunam,eng ENG,MF,20.0,9,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Aston-Villa
Calum Chambers,eng ENG,"MF,DF",28.0,5,1,152.0,1.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,5.0,Aston-Villa
Leander Dendoncker,be BEL,MF,28.0,8,1,119.0,1.3,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,3.0,Aston-Villa
Tyrone Mings,eng ENG,DF,30.0,1,1,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Omari Kellyman,eng ENG,FW,17.0,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,Aston-Villa
Philippe Coutinho,br BRA,"MF,FW",31.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,5.0,Aston-Villa
Bertrand Traoré,bf BFA,"DF,FW",27.0,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Cameron Archer,eng ENG,MF,22.0,1,0,6.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Aston-Villa
Kaine Kesler-Hayden,eng ENG,"MF,DF",20.0,3,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Finley Munroe,eng ENG,MF,18.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Jaden Philogene Bidace,eng ENG,FW,21.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Aston-Villa
Lander Emery,eng ENG,GK,20.0,0,0,,,,,,,,,,,,,Aston-Villa
Joe Gauci,au AUS,GK,23.0,0,0,,,,,,,,,,,,,Aston-Villa
Filip Marshall,eng ENG,GK,20.0,0,0,,,,,,,,,,,,,Aston-Villa
Tommi O'Reilly,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,Aston-Villa
Sam Proctor,eng ENG,GK,16.0,0,0,,,,,,,,,,,,,Aston-Villa
James Wright,eng ENG,GK,18.0,0,0,,,,,,,,,,,,,Aston-Villa
Kadan Young,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,Aston-Villa
Oliwier Zych,pl POL,GK,19.0,0,0,,,,,,,,,,,,,Aston-Villa
Illia Zabarnyi,ua UKR,DF,20.0,37,37,3330.0,37.0,1.0,0.0,0.0,5.0,0.0,1.1,1.1,0.4,24.0,109.0,Bournemouth
Dominic Solanke,eng ENG,FW,25.0,38,37,3325.0,36.9,19.0,3.0,2.0,3.0,0.0,19.6,17.2,3.0,52.0,60.0,Bournemouth
Ryan Christie,sct SCO,MF,28.0,37,35,2907.0,32.3,0.0,5.0,0.0,6.0,0.0,2.3,2.3,5.4,60.0,167.0,Bournemouth
Neto,br BRA,GK,34.0,32,32,2880.0,32.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Lewis Cook,eng ENG,MF,26.0,33,32,2786.0,31.0,0.0,3.0,0.0,5.0,1.0,0.4,0.4,4.3,22.0,142.0,Bournemouth
Marcos Senesi,ar ARG,DF,26.0,31,26,2242.0,24.9,4.0,5.0,0.0,13.0,0.0,2.0,2.0,1.7,31.0,127.0,Bournemouth
Justin Kluivert,nl NED,"MF,FW",24.0,32,26,1916.0,21.3,7.0,1.0,0.0,5.0,0.0,6.2,6.2,1.9,65.0,50.0,Bournemouth
Adam Smith,eng ENG,DF,32.0,28,25,2150.0,23.9,0.0,2.0,0.0,6.0,0.0,0.1,0.1,1.3,24.0,89.0,Bournemouth
Marcus Tavernier,eng ENG,FW,24.0,30,25,2118.0,23.5,3.0,4.0,0.0,3.0,0.0,3.9,3.9,5.2,79.0,84.0,Bournemouth
Antoine Semenyo,gh GHA,FW,23.0,33,25,2105.0,23.4,8.0,2.0,0.0,6.0,0.0,4.6,4.6,3.2,89.0,64.0,Bournemouth
Milos Kerkez,hu HUN,DF,19.0,28,22,1970.0,21.9,0.0,1.0,0.0,4.0,1.0,1.2,1.2,0.8,46.0,44.0,Bournemouth
Lloyd Kelly,eng ENG,DF,24.0,23,17,1559.0,17.3,0.0,1.0,0.0,2.0,0.0,0.3,0.3,1.2,15.0,56.0,Bournemouth
Philip Billing,dk DEN,MF,27.0,29,13,1398.0,15.5,2.0,2.0,0.0,3.0,1.0,2.5,2.5,3.2,22.0,53.0,Bournemouth
Max Aarons,eng ENG,DF,23.0,20,13,1237.0,13.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,22.0,43.0,Bournemouth
Dango Ouattara,bf BFA,"FW,DF",21.0,30,12,1229.0,13.7,1.0,2.0,0.0,3.0,0.0,2.6,2.6,1.5,47.0,35.0,Bournemouth
Alex Scott,eng ENG,MF,19.0,23,11,1014.0,11.3,1.0,1.0,0.0,3.0,0.0,0.7,0.7,1.7,24.0,50.0,Bournemouth
Luis Sinisterra,co COL,"FW,MF",24.0,20,7,699.0,7.8,2.0,2.0,0.0,0.0,0.0,2.5,2.5,2.4,51.0,38.0,Bournemouth
Chris Mepham,wls WAL,DF,25.0,10,6,617.0,6.9,0.0,1.0,0.0,2.0,0.0,0.1,0.1,0.4,4.0,25.0,Bournemouth
Mark Travers,ie IRL,GK,24.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Joe Rothwell,eng ENG,MF,28.0,11,3,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,6.0,20.0,Bournemouth
Enes Ünal,tr TUR,"FW,MF",26.0,16,2,328.0,3.6,2.0,2.0,0.0,1.0,0.0,2.9,2.9,1.0,4.0,7.0,Bournemouth
David Brooks,wls WAL,"FW,MF",26.0,13,2,282.0,3.1,1.0,1.0,0.0,1.0,0.0,2.2,2.2,1.0,8.0,21.0,Bournemouth
Ionuț Radu,ro ROU,GK,26.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Jaidon Anthony,eng ENG,FW,23.0,3,2,152.0,1.7,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,2.0,8.0,Bournemouth
Tyler Adams,us USA,MF,24.0,3,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,5.0,Bournemouth
James Hill,eng ENG,DF,21.0,5,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,Bournemouth
Kieffer Moore,wls WAL,"FW,MF",30.0,8,0,108.0,1.2,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,2.0,4.0,Bournemouth
Hamed Junior Traorè,ci CIV,MF,23.0,3,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,3.0,Bournemouth
Romain Faivre,fr FRA,"MF,FW",25.0,5,0,41.0,0.5,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,4.0,5.0,Bournemouth
Dominic Sadi,eng ENG,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Michael DaCosta,es ESP,FW,18.0,0,0,,,,,,,,,,,,,Bournemouth
Ben Greenwood,ie IRL,DF,20.0,0,0,,,,,,,,,,,,,Bournemouth
Gavin Kilkenny,ie IRL,MF,23.0,0,0,,,,,,,,,,,,,Bournemouth
Emiliano Marcondes,dk DEN,"FW,MF",28.0,0,0,,,,,,,,,,,,,Bournemouth
Callan Mckenna,sct SCO,GK,16.0,0,0,,,,,,,,,,,,,Bournemouth
Darren Randolph,ie IRL,GK,36.0,0,0,,,,,,,,,,,,,Bournemouth
Maxwell Wellings,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,Bournemouth
Mark Flekken,nl NED,GK,30.0,37,37,3285.0,36.5,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.5,0.0,5.0,Brentford
Vitaly Janelt,de GER,"MF,DF",25.0,38,37,3054.0,33.9,1.0,3.0,0.0,8.0,0.0,1.8,1.8,4.8,25.0,123.0,Brentford
Christian Nørgaard,dk DEN,MF,29.0,31,30,2505.0,27.8,2.0,1.0,0.0,8.0,0.0,3.5,3.5,1.9,15.0,161.0,Brentford
Nathan Collins,ie IRL,DF,22.0,32,29,2652.0,29.5,1.0,1.0,0.0,3.0,0.0,1.7,1.7,2.2,11.0,97.0,Brentford
Yoane Wissa,cd COD,FW,26.0,34,29,2493.0,27.7,12.0,3.0,0.0,7.0,0.0,10.6,10.6,3.9,45.0,48.0,Brentford
Ethan Pinnock,jm JAM,DF,30.0,29,28,2521.0,28.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,11.0,61.0,Brentford
Mathias Jensen,dk DEN,MF,27.0,32,27,2204.0,24.5,3.0,3.0,0.0,5.0,0.0,0.7,0.7,4.0,19.0,123.0,Brentford
Mads Roerslev,dk DEN,DF,24.0,34,22,1985.0,22.1,1.0,2.0,0.0,1.0,0.0,0.9,0.9,1.8,18.0,43.0,Brentford
Bryan Mbeumo,cm CMR,FW,23.0,25,22,1960.0,21.8,9.0,6.0,3.0,2.0,0.0,9.8,7.4,4.6,74.0,88.0,Brentford
Kristoffer Ajer,no NOR,DF,25.0,28,21,1832.0,20.4,2.0,1.0,0.0,5.0,0.0,1.3,1.3,2.3,22.0,61.0,Brentford
Ivan Toney,eng ENG,FW,27.0,17,16,1450.0,16.1,4.0,2.0,0.0,5.0,0.0,6.0,6.0,1.5,23.0,40.0,Brentford
Keane Lewis-Potter,eng ENG,"FW,DF",22.0,30,15,1441.0,16.0,3.0,1.0,0.0,0.0,0.0,6.3,6.3,1.7,56.0,32.0,Brentford
Ben Mee,eng ENG,DF,33.0,16,15,1272.0,14.1,2.0,0.0,0.0,1.0,1.0,1.5,1.5,0.3,11.0,49.0,Brentford
Sergio Reguilón,es ESP,DF,26.0,16,14,1118.0,12.4,0.0,4.0,0.0,4.0,1.0,0.8,0.8,2.8,34.0,38.0,Brentford
Neal Maupay,fr FRA,FW,26.0,29,13,1321.0,14.7,6.0,3.0,0.0,8.0,0.0,5.7,5.7,2.3,21.0,37.0,Brentford
Mathias Jørgensen,dk DEN,DF,33.0,14,12,1087.0,12.1,1.0,0.0,0.0,4.0,0.0,0.7,0.7,0.9,5.0,50.0,Brentford
Frank Onyeka,ng NGA,MF,25.0,26,11,1161.0,12.9,1.0,2.0,0.0,8.0,0.0,2.2,2.2,1.8,17.0,33.0,Brentford
Aaron Hickey,sct SCO,DF,21.0,9,9,713.0,7.9,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,9.0,21.0,Brentford
Mikkel Damsgaard,dk DEN,MF,23.0,23,7,842.0,9.4,0.0,2.0,0.0,2.0,0.0,0.9,0.9,1.4,16.0,61.0,Brentford
Saman Ghoddos,ir IRN,DF,29.0,19,7,739.0,8.2,1.0,0.0,0.0,5.0,0.0,0.3,0.3,1.1,22.0,36.0,Brentford
Yehor Yarmoliuk,ua UKR,MF,19.0,27,6,688.0,7.6,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.1,13.0,35.0,Brentford
Rico Henry,eng ENG,DF,26.0,5,5,401.0,4.5,0.0,1.0,0.0,1.0,0.0,0.1,0.1,1.0,13.0,20.0,Brentford
Kevin Schade,de GER,"FW,MF",21.0,11,3,333.0,3.7,2.0,1.0,0.0,0.0,0.0,1.2,1.2,0.7,8.0,9.0,Brentford
Shandon Baptiste,gd GRN,MF,25.0,10,2,229.0,2.5,1.0,1.0,0.0,1.0,0.0,0.9,0.9,0.2,3.0,5.0,Brentford
Thomas Strakosha,al ALB,GK,28.0,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford
Michael Olakigbe,eng ENG,"DF,FW",19.0,8,0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,10.0,4.0,Brentford
Josh Dasilva,eng ENG,"DF,FW",24.0,3,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,Brentford
Myles Peart-Harris,eng ENG,"DF,MF",20.0,3,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Brentford
Val Adedokun,ie IRL,FW,20.0,0,0,,,,,,,,,,,,,Brentford
Vincent Angelini,sct SCO,GK,19.0,0,0,,,,,,,,,,,,,Brentford
Benjamin Arthur,eng ENG,DF,17.0,0,0,,,,,,,,,,,,,Brentford
Ellery Balcombe,eng ENG,GK,23.0,0,0,,,,,,,,,,,,,Brentford
Ethan Brierley,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,Brentford
Yunus Emre Konak,tr TUR,MF,17.0,0,0,,,,,,,,,,,,,Brentford
Benjamin Fredrick,ng NGA,DF,18.0,0,0,,,,,,,,,,,,,Brentford
Charlie Goode,eng ENG,DF,27.0,0,0,,,,,,,,,,,,,Brentford
Kim Jisoo,kr KOR,DF,18.0,0,0,,,,,,,,,,,,,Brentford
Hákon Rafn Valdimarsson,is ISL,GK,21.0,0,0,,,,,,,,,,,,,Brentford
Ryan Trevitt,eng ENG,MF,20.0,0,0,,,,,,,,,,,,,Brentford
Pascal Groß,de GER,"MF,DF",32.0,36,34,3114.0,34.6,4.0,10.0,1.0,6.0,0.0,6.5,5.7,8.1,83.0,302.0,Brighton-and-Hove-Albion
Lewis Dunk,eng ENG,DF,31.0,33,33,2869.0,31.9,3.0,1.0,0.0,7.0,1.0,3.1,3.1,0.9,33.0,152.0,Brighton-and-Hove-Albion
Jan Paul van Hecke,nl NED,DF,23.0,28,26,2369.0,26.3,0.0,0.0,0.0,4.0,0.0,1.2,1.2,0.9,25.0,147.0,Brighton-and-Hove-Albion
Simon Adingra,ci CIV,FW,21.0,31,25,2222.0,24.7,6.0,1.0,0.0,3.0,0.0,4.3,4.3,3.7,111.0,50.0,Brighton-and-Hove-Albion
Billy Gilmour,sct SCO,MF,22.0,30,24,2120.0,23.6,0.0,1.0,0.0,8.0,1.0,1.0,1.0,2.0,39.0,193.0,Brighton-and-Hove-Albion
Bart Verbruggen,nl NED,GK,20.0,21,21,1890.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,Brighton-and-Hove-Albion
Danny Welbeck,eng ENG,"FW,MF",32.0,29,21,1693.0,18.8,5.0,1.0,0.0,4.0,0.0,5.3,5.3,1.7,32.0,44.0,Brighton-and-Hove-Albion
João Pedro,br BRA,"FW,MF",21.0,31,19,2045.0,22.7,9.0,3.0,4.0,2.0,0.0,11.9,7.9,3.8,83.0,92.0,Brighton-and-Hove-Albion
Igor,br BRA,DF,25.0,24,17,1637.0,18.2,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.7,30.0,107.0,Brighton-and-Hove-Albion
Joël Veltman,nl NED,DF,31.0,27,17,1588.0,17.6,1.0,1.0,0.0,4.0,0.0,0.4,0.4,0.5,24.0,85.0,Brighton-and-Hove-Albion
Jason Steele,eng ENG,GK,32.0,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Facundo Buonanotte,ar ARG,"FW,MF",18.0,27,17,1364.0,15.2,3.0,1.0,0.0,7.0,0.0,2.4,2.4,1.8,23.0,42.0,Brighton-and-Hove-Albion
Kaoru Mitoma,jp JPN,FW,26.0,19,15,1486.0,16.5,3.0,4.0,0.0,4.0,0.0,3.5,3.5,2.7,121.0,64.0,Brighton-and-Hove-Albion
Evan Ferguson,ie IRL,FW,18.0,27,15,1367.0,15.2,6.0,0.0,0.0,1.0,0.0,4.6,4.6,0.5,13.0,15.0,Brighton-and-Hove-Albion
Carlos Baleba,cm CMR,MF,19.0,27,15,1325.0,14.7,0.0,0.0,0.0,7.0,0.0,0.8,0.8,0.3,19.0,50.0,Brighton-and-Hove-Albion
Pervis Estupiñán,ec ECU,DF,25.0,19,15,1243.0,13.8,2.0,3.0,0.0,4.0,0.0,1.0,1.0,3.5,47.0,83.0,Brighton-and-Hove-Albion
Adam Webster,eng ENG,DF,28.0,15,13,1144.0,12.7,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.1,16.0,80.0,Brighton-and-Hove-Albion
Adam Lallana,eng ENG,"MF,FW",35.0,25,13,850.0,9.4,0.0,1.0,0.0,2.0,0.0,0.8,0.8,1.7,9.0,39.0,Brighton-and-Hove-Albion
James Milner,eng ENG,"DF,MF",37.0,15,11,773.0,8.6,0.0,2.0,0.0,3.0,0.0,0.3,0.3,1.8,11.0,69.0,Brighton-and-Hove-Albion
Tariq Lamptey,gh GHA,"DF,FW",22.0,19,10,914.0,10.2,0.0,3.0,0.0,3.0,0.0,0.4,0.4,1.2,39.0,17.0,Brighton-and-Hove-Albion
Jack Hinshelwood,eng ENG,DF,18.0,12,8,869.0,9.7,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,16.0,19.0,Brighton-and-Hove-Albion
Solly March,eng ENG,"FW,DF",29.0,7,7,554.0,6.2,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,14.0,24.0,Brighton-and-Hove-Albion
Jakub Moder,pl POL,"MF,DF",24.0,17,6,618.0,6.9,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.8,10.0,23.0,Brighton-and-Hove-Albion
Mahmoud Dahoud,de GER,MF,27.0,9,6,452.0,5.0,0.0,1.0,0.0,1.0,1.0,0.2,0.2,0.9,4.0,11.0,Brighton-and-Hove-Albion
Julio Enciso,py PAR,"MF,FW",19.0,12,5,475.0,5.3,0.0,2.0,0.0,2.0,0.0,1.4,1.4,1.7,28.0,21.0,Brighton-and-Hove-Albion
Ansu Fati,es ESP,"MF,FW",20.0,19,3,521.0,5.8,2.0,0.0,0.0,2.0,0.0,3.4,3.4,0.8,16.0,28.0,Brighton-and-Hove-Albion
Valentín Barco,ar ARG,"DF,FW",19.0,6,3,307.0,3.4,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,8.0,14.0,Brighton-and-Hove-Albion
Odeluga Offiah,eng ENG,DF,20.0,4,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,Brighton-and-Hove-Albion
Mark O'Mahony,ie IRL,FW,18.0,3,1,63.0,0.7,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,Brighton-and-Hove-Albion
Benicio Boaitey,eng ENG,"FW,DF",19.0,5,0,40.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,2.0,Brighton-and-Hove-Albion
Steven Alzate,co COL,MF,24.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Bigo Atom,de GER,DF,18.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Luca Barrington,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Samy Chouchane,tn TUN,MF,19.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Josh Duffus,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Ben Jackson,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
Leigh Kavanagh,ie IRL,DF,19.0,0,0,,,,,,,,,,,,,Brighton-and-Hove-Albion
